path,sha256,bytes,kind,status,author,source,license,local_notice,notes
game/art/anims/Punch_Jab.res,9661bfcd1428983e2f681745a7f0e3f97e40f1af960f2922bd06fc77b87c1acc,25670,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Push.res,669135e20da00a978c1e625128ab34c1656b6dbeb146727e7bccca3b325abfc0,44649,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Push_Enter.res,9286c7cd297062d7d696356e52de0a38dcdd1c7d63d3b731d92f88c54930d893,35044,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Push_Exit.res,4a3a1f1e1328892cbaf22e71d406744b315a1b88d7adac8d1b7e895dfb51cb5c,38058,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Roll.res,e030774188922175f63194425cbb121eec2c93d19b65babcc614953c78bc788b,50512,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Roll_RM.res,4e27af3a39332334cdbc155d212142a3981de6b5fa86ddcd387eb5d909597aa6,50534,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Sitting_Enter.res,b012545cd675546fcb884d72538c0225f22ed66aa4ba5b737e284467c0e35082,51222,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Sitting_Exit.res,4a564c2b2989dd5119cdd816ae99df51aaa92a5b2bf7723cc4f9ff545e5a5006,46408,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Sitting_Idle.res,a672f4b83135a9b675f4d9a2ae1d9a1aa7649b85ee80edfa60bf1f364f45a81d,28445,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Sitting_Idle02.res,f0d11d37337bb68de87736ede61496dc303d857fb3c37a8b7425aa2b2a2a1fa2,31065,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Sitting_Idle03.res,910670ba979f37751e0ded56a33081cb022fa9a897c5fe124514f9fb3c6f22b1,69105,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
